,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
913,915,Yu-Gi-Oh! Forbidden Memories,PS,1999.0,Role-Playing,Konami Digital Entertainment,1.37,0.44,0.0,0.08,1.88
914,916,Mortal Kombat: Deception,PS2,2004.0,Fighting,Midway Games,0.92,0.72,0.0,0.24,1.88
915,917,Hot Shots Golf 2,PS,1999.0,Sports,Sony Computer Entertainment,0.25,0.12,1.48,0.03,1.88
916,918,Medal of Honor: European Assault (All Region sales),PS2,2005.0,Shooter,Electronic Arts,0.89,0.69,0.09,0.21,1.88
917,919,WCW Nitro,PS,1998.0,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
918,920,High School Musical: Sing It!,PS2,2007.0,Misc,Disney Interactive Studios,0.47,0.08,0.0,1.33,1.87
919,921,Star Fox Adventures,GC,2002.0,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87
920,922,FIFA 2000,PS,1998.0,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87
921,923,Dynasty Warriors 3,PS2,2001.0,Action,THQ,0.53,0.16,1.07,0.1,1.87
922,924,Donkey Kong Country Returns,3DS,2013.0,Platform,Nintendo,0.73,0.62,0.4,0.12,1.87
923,925,The Legend of Zelda: Oracle of Seasons,GB,2001.0,Adventure,Nintendo,0.87,0.52,0.41,0.06,1.86
924,926,Madden NFL 06,XB,2005.0,Sports,Electronic Arts,1.75,0.03,0.0,0.08,1.86
925,927,Shrek 2,PS2,2004.0,Platform,Activision,1.12,0.69,0.03,0.02,1.86
926,928,The Legend of Dragoon,PS,1999.0,Role-Playing,Sony Computer Entertainment,0.94,0.44,0.39,0.1,1.86
927,929,Turok 2: Seeds of Evil,N64,1997.0,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
928,930,SingStar,PS2,2004.0,Misc,Sony Computer Entertainment,0.0,1.37,0.0,0.49,1.86
929,931,LittleBigPlanet 3,PS4,2014.0,Platform,Sony Computer Entertainment,0.64,0.92,0.01,0.29,1.86
930,932,NBA Live 2002,PS2,2001.0,Sports,Electronic Arts,0.91,0.71,0.0,0.24,1.86
931,933,Phineas and Ferb,DS,2009.0,Action,Disney Interactive Studios,1.34,0.37,0.0,0.15,1.86
932,934,Chrono Cross,PS,1999.0,Role-Playing,SquareSoft,0.62,0.42,0.69,0.12,1.86
933,935,GoldenEye 007 (2010),Wii,2010.0,Action,Activision,0.85,0.71,0.13,0.16,1.86
934,936,Mario Party: Island Tour,3DS,2013.0,Misc,Nintendo,0.61,0.59,0.55,0.11,1.85
935,937,Jak 3,PS2,2004.0,Platform,Sony Computer Entertainment,1.33,0.49,0.0,0.03,1.85
936,938,Rayman Raving Rabbids 2,Wii,2007.0,Misc,Ubisoft,0.83,0.82,0.0,0.2,1.85
937,939,Kingdom Hearts: Chain of Memories,GBA,2004.0,Role-Playing,Square Enix,1.26,0.18,0.35,0.06,1.85
938,940,Pinball,NES,1984.0,Action,Nintendo,0.8,0.19,0.83,0.03,1.85
939,941,inFAMOUS 2,PS3,2011.0,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
940,942,Gran Turismo Concept 2001 Tokyo,PS2,2001.0,Racing,Unknown,0.0,1.1,0.42,0.33,1.84
941,943,Demon's Souls,PS3,2009.0,Role-Playing,Namco Bandai Games,0.97,0.34,0.35,0.18,1.84
942,944,NCAA Football 06,PS2,2005.0,Sports,Electronic Arts,1.53,0.05,0.0,0.25,1.84
943,945,"Hey You, Pikachu!",N64,1998.0,Simulation,Nintendo,0.83,0.06,0.93,0.0,1.83
944,946,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005.0,Misc,THQ,1.31,0.49,0.0,0.03,1.83
945,947,World of Warcraft: Mists of Pandaria,PC,2012.0,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83
946,948,Jet Moto,PS,1996.0,Racing,Sony Computer Entertainment,1.33,0.4,0.03,0.07,1.83
947,949,Just Cause 3,PS4,2015.0,Action,Square Enix,0.46,1.02,0.07,0.28,1.83
948,950,Secret of Mana,SNES,1993.0,Role-Playing,SquareSoft,0.25,0.07,1.49,0.02,1.83
949,951,The Orange Box,X360,2007.0,Shooter,Electronic Arts,1.09,0.54,0.02,0.17,1.83
950,952,Air Combat,PS,1995.0,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
951,953,Kirby: Triple Deluxe,3DS,2014.0,Platform,Nintendo,0.61,0.34,0.79,0.09,1.82
952,954,Sonic & Knuckles,GEN,1994.0,Platform,Sega,1.24,0.43,0.03,0.12,1.82
953,955,Namco Museum,PS2,2001.0,Misc,Namco Bandai Games,1.73,0.07,0.0,0.02,1.82
954,956,The Sims: Hot Date,PC,2001.0,Simulation,Electronic Arts,1.81,0.0,0.0,0.0,1.82
955,957,Metroid Prime 3: Corruption,Wii,2007.0,Shooter,Nintendo,0.91,0.74,0.07,0.09,1.82
956,958,Dragon Quest VI: Realms of Revelation,DS,2010.0,Role-Playing,Nintendo,0.22,0.21,1.35,0.03,1.81
957,959,The Evil Within,PS4,2014.0,Action,Bethesda Softworks,0.55,0.84,0.11,0.31,1.81
958,960,DDRMAX2: Dance Dance Revolution,PS2,2003.0,Simulation,Konami Digital Entertainment,1.05,0.59,0.0,0.18,1.81
959,961,Crazy Taxi,DC,2000.0,Racing,Sega,1.1,0.51,0.12,0.08,1.81
960,962,Virtua Fighter 4,PS2,2002.0,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
961,963,Sly 2: Band of Thieves,PS2,2004.0,Platform,Sony Computer Entertainment,0.88,0.69,0.0,0.23,1.81
962,964,Guitar Hero: World Tour,PS2,2008.0,Misc,Activision,1.0,0.03,0.0,0.77,1.8
963,965,Sonic Advance 2,GBA,2002.0,Platform,Sega,0.93,0.59,0.21,0.07,1.8
964,966,Madden NFL 07,X360,2006.0,Sports,Electronic Arts,1.66,0.0,0.01,0.13,1.8
965,967,NBA 2K11,PS3,2010.0,Action,Take-Two Interactive,1.41,0.21,0.03,0.16,1.8
966,968,NFL GameDay 2000,PS,1999.0,Sports,989 Studios,1.0,0.68,0.0,0.12,1.8
967,969,Call of Duty: Black Ops 3,PS3,2015.0,Shooter,Activision,0.49,0.96,0.07,0.27,1.79
968,970,Disney's The Lion King,SNES,1994.0,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
969,971,Beyond: Two Souls,PS3,2013.0,Adventure,Sony Computer Entertainment,0.52,0.88,0.06,0.34,1.79
970,972,Kinect Star Wars,X360,2012.0,Action,Microsoft Game Studios,1.05,0.57,0.03,0.14,1.78
971,973,Midnight Club II,PS2,2003.0,Racing,Take-Two Interactive,1.25,0.29,0.0,0.24,1.78
972,974,Dragon Quest Monsters: Joker,DS,2006.0,Role-Playing,Square Enix,0.23,0.03,1.49,0.03,1.78
973,975,SpongeBob SquarePants: SuperSponge,PS,2001.0,Action,THQ,1.12,0.58,0.0,0.08,1.78
974,976,The Getaway: Black Monday,PS2,2004.0,Action,Sony Computer Entertainment,0.39,1.01,0.02,0.36,1.78
975,977,Professor Layton and the Mask of Miracle,3DS,2011.0,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78
976,978,Just Cause 2,PS3,2010.0,Action,Square Enix,0.45,0.94,0.06,0.33,1.78
977,979,Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,0.41,0.46,0.72,0.19,1.78
978,980,The Legend of Zelda: The Wind Waker,WiiU,2013.0,Action,Nintendo,0.93,0.57,0.14,0.13,1.77
979,981,50 Cent: Bulletproof,PS2,2005.0,Action,Vivendi Games,0.85,0.76,0.0,0.16,1.77
980,982,High School Musical: Sing It!,Wii,2007.0,Misc,Disney Interactive Studios,1.16,0.45,0.0,0.16,1.77
981,983,Wii Party U,WiiU,2013.0,Misc,Nintendo,0.31,0.54,0.84,0.08,1.77
982,984,Madden NFL 25,PS3,2013.0,Sports,Electronic Arts,1.59,0.03,0.0,0.15,1.77
983,985,Final Fantasy II,SNES,1991.0,Role-Playing,Square,0.24,0.09,1.33,0.12,1.77
984,986,Kirby 64: The Crystal Shards,N64,2000.0,Platform,Nintendo,0.63,0.06,1.03,0.04,1.77
985,987,Dead or Alive 3,XB,2001.0,Fighting,Microsoft Game Studios,1.19,0.29,0.24,0.06,1.77
986,988,UFC 2009 Undisputed,PS3,2009.0,Fighting,THQ,1.07,0.45,0.01,0.24,1.77
987,989,Metroid II: Return of Samus,GB,1991.0,Adventure,Nintendo,0.85,0.31,0.56,0.04,1.76
988,990,WWF Attitude,PS,1998.0,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76
989,991,The SpongeBob SquarePants Movie,PS2,2004.0,Platform,THQ,1.06,0.54,0.0,0.16,1.76
990,992,Golden Sun,GBA,2001.0,Role-Playing,Nintendo,0.93,0.38,0.4,0.06,1.76
991,993,Sonic the Hedgehog 3,GEN,1994.0,Platform,Sega,1.02,0.47,0.2,0.07,1.76
992,994,Kid Icarus,NES,1986.0,Platform,Nintendo,0.53,0.12,1.09,0.02,1.76
993,995,Def Jam: Fight for NY,PS2,2004.0,Fighting,Electronic Arts,0.86,0.67,0.0,0.22,1.76
994,996,Tom Clancy's Ghost Recon,XB,2002.0,Shooter,Ubisoft,1.23,0.46,0.0,0.07,1.76
995,997,State of Emergency,PS2,2002.0,Action,Take-Two Interactive,0.86,0.67,0.0,0.22,1.76
996,998,BioShock Infinite,PS3,2013.0,Shooter,Take-Two Interactive,0.72,0.69,0.04,0.31,1.76
997,999,Hitman: Absolution,X360,2012.0,Action,Square Enix,0.68,0.9,0.01,0.17,1.76
998,1000,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007.0,Action,THQ,1.26,0.47,0.0,0.03,1.76
999,1001,Call of Duty: Black Ops 3,X360,2015.0,Shooter,Activision,1.11,0.48,0.0,0.16,1.76
1000,1002,The Urbz: Sims in the City,PS2,2004.0,Simulation,Electronic Arts,0.52,0.95,0.0,0.29,1.76
1001,1003,FIFA Soccer 08,PS3,2007.0,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1002,1004,Star Wars: Starfighter,PS2,2001.0,Simulation,Activision,0.61,0.87,0.02,0.26,1.76
1003,1005,Madden NFL 2000,PS,1998.0,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75
1004,1006,Kingdom Hearts,PS3,2013.0,Role-Playing,Square Enix,0.9,0.37,0.25,0.24,1.75
1005,1007,Star Wars: Battlefront,XB,2004.0,Shooter,Activision,1.24,0.45,0.0,0.07,1.75
1006,1008,Pro Evolution Soccer,PS2,2001.0,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
1007,1009,Crackdown,X360,2007.0,Shooter,Microsoft Game Studios,1.0,0.54,0.03,0.18,1.75
1008,1010,Yoshi,NES,1991.0,Puzzle,Nintendo,0.7,0.13,0.91,0.01,1.75
1009,1011,Disney's Aladdin,SNES,1993.0,Platform,Capcom,0.94,0.34,0.21,0.27,1.75
1010,1012,Kirby's Adventure,NES,1993.0,Platform,Nintendo,0.79,0.14,0.8,0.02,1.75
1011,1013,Cooking Mama 3: Shop & Chop,DS,2009.0,Simulation,505 Games,0.83,0.66,0.08,0.18,1.75
1012,1014,Dance Dance Revolution X,PS2,2008.0,Simulation,Konami Digital Entertainment,0.85,0.66,0.01,0.22,1.75
1013,1015,2 Games in 1: Disney Princess & The Lion King,GBA,2004.0,Misc,THQ,1.25,0.46,0.0,0.03,1.75
1014,1016,Star Wars Episode I: The Phantom Menace,PS,1999.0,Adventure,LucasArts,0.72,0.89,0.04,0.1,1.74
1015,1017,Xenosaga Episode I: Der Wille zur Macht,PS2,2002.0,Role-Playing,Namco Bandai Games,0.63,0.49,0.45,0.17,1.74
1016,1018,Portal 2,PS3,2011.0,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
1017,1019,The Beatles: Rock Band,Wii,2009.0,Misc,MTV Games,1.19,0.4,0.0,0.16,1.74
1018,1020,Forza Motorsport 6,XOne,2015.0,Racing,Microsoft Game Studios,0.69,0.89,0.03,0.14,1.74
1019,1021,Sonic Colors,Wii,2010.0,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1020,1022,Cruis'n USA,N64,1996.0,Racing,Nintendo,1.69,0.04,0.0,0.01,1.74
1021,1023,Madden NFL 99,PS,1998.0,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74
1022,1024,Diablo III,PS4,2014.0,Role-Playing,Activision,0.49,0.88,0.06,0.3,1.74
1023,1025,Uncharted: Golden Abyss,PSV,2011.0,Shooter,Sony Computer Entertainment,0.59,0.75,0.13,0.27,1.74
1024,1026,Destiny,PS3,2014.0,Shooter,Activision,0.67,0.66,0.12,0.27,1.73
1025,1027,SSX Tricky,PS2,2001.0,Sports,Electronic Arts,0.85,0.66,0.0,0.22,1.73
1026,1028,Overwatch,PS4,2016.0,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
1027,1029,Twisted Metal III,PS,1998.0,Action,989 Studios,1.48,0.2,0.0,0.05,1.73
1028,1030,Harry Potter and the Sorcerer's Stone,GB,2001.0,Action,Electronic Arts,0.94,0.62,0.1,0.07,1.73
1029,1031,Disney Infinity,Wii,2013.0,Action,Disney Interactive Studios,1.15,0.44,0.0,0.14,1.73
1030,1032,Crash Bandicoot: The Huge Adventure,GBA,2002.0,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
1031,1033,Dishonored,X360,2012.0,Action,Bethesda Softworks,1.06,0.52,0.01,0.14,1.73
1032,1034,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003.0,Action,Take-Two Interactive,0.85,0.66,0.0,0.22,1.72
1033,1035,The Order: 1886,PS4,2015.0,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
1034,1036,The Elder Scrolls Online,PS4,2015.0,Role-Playing,Bethesda Softworks,0.66,0.78,0.0,0.28,1.72
1035,1037,Call of Duty: World at War Final Fronts,PS2,2008.0,Shooter,Activision,0.61,0.18,0.0,0.94,1.72
1036,1038,Imagine: Teacher,DS,2008.0,Simulation,Ubisoft,0.7,0.83,0.0,0.19,1.72
1037,1039,Call of Duty: Modern Warfare 3,PC,2011.0,Shooter,Activision,0.41,0.98,0.0,0.33,1.72
1038,1040,Madden NFL 2005,XB,2004.0,Sports,Electronic Arts,1.61,0.03,0.0,0.08,1.72
1039,1041,Star Ocean: Till The End of Time,PS2,2003.0,Role-Playing,Ubisoft,0.8,0.21,0.55,0.15,1.72
1040,1042,The Sims 3: Late Night Expansion Pack,PC,2010.0,Simulation,Electronic Arts,0.59,0.87,0.0,0.25,1.71
1041,1043,Game Party 3,Wii,2009.0,Puzzle,Warner Bros. Interactive Entertainment,1.43,0.16,0.0,0.12,1.71
1042,1044,Toy Story 2: Buzz Lightyear to the Rescue!,PS,1998.0,Platform,Activision,0.99,0.64,0.0,0.08,1.71
1043,1045,Deal or No Deal,DS,2007.0,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71
1044,1046,Ace Combat 5: The Unsung War,PS2,2004.0,Simulation,Sony Computer Entertainment Europe,0.88,0.34,0.32,0.18,1.71
1045,1047,Need for Speed Underground,XB,2003.0,Racing,Electronic Arts,1.09,0.55,0.0,0.07,1.71
1046,1048,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,2006.0,Misc,Nintendo,0.0,0.0,1.71,0.0,1.71
1047,1049,Tetris Worlds,GBA,2001.0,Puzzle,THQ,1.25,0.39,0.0,0.06,1.71
1048,1050,Cabela's Big Game Hunter 2010,Wii,2009.0,Sports,Activision Value,1.58,0.0,0.0,0.12,1.7
1049,1051,The Crew,PS4,2014.0,Racing,Ubisoft,0.34,1.08,0.03,0.26,1.7
1050,1052,FIFA Soccer 10,PS2,2009.0,Sports,Electronic Arts,0.23,0.24,0.0,1.23,1.7
1051,1053,We Ski,Wii,2008.0,Sports,Namco Bandai Games,0.99,0.42,0.14,0.15,1.7
1052,1054,Personal Trainer: Math,DS,2007.0,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
1053,1055,Kirby's Return to Dreamland,Wii,2011.0,Platform,Nintendo,0.62,0.21,0.79,0.08,1.7
1054,1056,Super Puyo Puyo,SNES,1993.0,Puzzle,Banpresto,0.0,0.0,1.69,0.01,1.7
1055,1057,Ben 10: Protector of Earth,DS,2007.0,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7
1056,1058,NCAA Football 07,PS2,2006.0,Sports,Electronic Arts,1.41,0.05,0.0,0.23,1.7
1057,1059,SOCOM 3: U.S. Navy SEALs,PS2,2005.0,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69
1058,1060,NBA 2K15,XOne,2014.0,Sports,Take-Two Interactive,1.36,0.18,0.0,0.15,1.69
1059,1061,Saints Row 2,PS3,2008.0,Action,THQ,0.88,0.54,0.02,0.25,1.69
1060,1062,Saints Row IV,X360,2013.0,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1061,1063,Jampack Winter '99,PS,1999.0,Misc,Sony Computer Entertainment,0.94,0.64,0.0,0.11,1.69
1062,1064,Dragon Age: Origins,PS3,2009.0,Role-Playing,Electronic Arts,0.96,0.44,0.08,0.22,1.69
1063,1065,FIFA 16,X360,2015.0,Sports,Electronic Arts,0.55,1.01,0.0,0.13,1.69
1064,1066,WCW vs. nWo: World Tour,N64,1997.0,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1065,1067,WCW/NWO Thunder,PS,1998.0,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1066,1068,Harry Potter and the Sorcerer's Stone,GBA,2001.0,Action,Electronic Arts,0.87,0.66,0.08,0.08,1.69
1067,1069,Need For Speed: Undercover,X360,2008.0,Racing,Electronic Arts,0.79,0.71,0.01,0.18,1.69
1068,1070,Dragon Ball Z: The Legacy of Goku,GBA,2002.0,Role-Playing,Infogrames,1.52,0.12,0.0,0.05,1.69
1069,1071,Sid Meier's Civilization V,PC,2010.0,Strategy,Take-Two Interactive,0.98,0.52,0.0,0.19,1.69
1070,1072,Resident Evil 4,GC,2005.0,Action,Capcom,0.98,0.42,0.22,0.06,1.69
1071,1073,Call of Duty Black Ops: Declassified,PSV,2012.0,Action,Activision,0.8,0.52,0.07,0.3,1.69
1072,1074,Star Wars Battlefront: Renegade Squadron,PSP,2007.0,Shooter,LucasArts,0.9,0.47,0.0,0.32,1.68
1073,1075,World Championship Poker: Featuring Howard Lederer - All In,PS2,2006.0,Misc,Oxygen Interactive,0.82,0.64,0.0,0.22,1.68
1074,1076,NFL GameDay 98,PS,1997.0,Sports,Sony Computer Entertainment,1.58,0.06,0.0,0.04,1.68
1075,1077,LEGO Batman 2: DC Super Heroes,X360,2012.0,Action,Warner Bros. Interactive Entertainment,0.9,0.64,0.0,0.15,1.68
1076,1078,Yoshi's Cookie,GB,1992.0,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
1077,1079,Time Crisis,PS,1997.0,Shooter,Namco Bandai Games,0.38,0.87,0.33,0.1,1.68
1078,1080,The Sims: Superstar,PC,2003.0,Simulation,Electronic Arts,1.67,0.0,0.0,0.0,1.68
1079,1081,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008.0,Action,LucasArts,1.23,0.3,0.0,0.14,1.68
1080,1082,MySims,Wii,2007.0,Simulation,Electronic Arts,0.91,0.55,0.04,0.17,1.68
1081,1083,Metroid Fusion,GBA,2002.0,Action,Nintendo,1.18,0.27,0.17,0.06,1.68
1082,1084,Shaun White Snowboarding: Road Trip,Wii,2008.0,Sports,Ubisoft,0.94,0.57,0.0,0.17,1.67
1083,1085,SSX 3,PS2,2003.0,Sports,Electronic Arts,0.93,0.52,0.0,0.22,1.67
1084,1086,Big Beach Sports,Wii,2008.0,Sports,THQ,0.45,1.02,0.0,0.2,1.67
1085,1087,Madden NFL 2001,PS,2000.0,Sports,Electronic Arts,1.58,0.05,0.0,0.04,1.67
1086,1088,Fight Night Round 3,PS3,2006.0,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1087,1089,Knack,PS4,2013.0,Platform,Sony Computer Entertainment Europe,0.43,0.67,0.42,0.15,1.67
1088,1090,Star Wars: Battlefront II,XB,2005.0,Shooter,Activision,1.22,0.39,0.0,0.06,1.67
1089,1091,Disney's DuckTales,NES,1989.0,Platform,Capcom,0.91,0.3,0.42,0.04,1.67
1090,1092,Tony Hawk's Pro Skater 3,PS,2001.0,Sports,Activision,1.09,0.49,0.02,0.07,1.67
1091,1093,"Monsters, Inc.",GBA,2001.0,Adventure,THQ,0.59,0.95,0.03,0.1,1.67
1092,1094,StarCraft II: Heart of the Swarm,PC,2013.0,Strategy,Activision,0.82,0.65,0.0,0.19,1.67
1093,1095,PGR: Project Gotham Racing 2,XB,2003.0,Racing,Microsoft Game Studios,0.97,0.59,0.04,0.07,1.67
1094,1096,Spy Hunter,PS2,2001.0,Racing,Midway Games,1.13,0.32,0.0,0.22,1.67
1095,1097,NCAA Football 2004,PS2,2003.0,Sports,Electronic Arts,1.35,0.09,0.0,0.23,1.67
1096,1098,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003.0,Platform,THQ,1.08,0.45,0.0,0.14,1.67
1097,1099,Dying Light,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.63,0.66,0.11,0.26,1.66
1098,1100,Heavenly Sword,PS3,2007.0,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1099,1101,Street Fighter II': Special Champion Edition,GEN,1992.0,Fighting,Sega,1.0,0.3,0.31,0.04,1.66
1100,1102,SSX,PS2,2000.0,Sports,Electronic Arts,0.78,0.61,0.06,0.2,1.66
1101,1103,Max Payne 3,X360,2012.0,Shooter,Take-Two Interactive,0.86,0.64,0.01,0.14,1.66
1102,1104,NBA Ballers,PS2,2004.0,Sports,Midway Games,0.81,0.63,0.0,0.21,1.66
1103,1105,Need for Speed Carbon,X360,2006.0,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
1104,1106,NBA Live 2003,PS2,2002.0,Sports,Electronic Arts,1.25,0.15,0.03,0.22,1.66
1105,1107,Dragon Ball Z: Budokai Tenkaichi,PS2,2005.0,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
1106,1108,Ms. Pac-Man,2600,1981.0,Puzzle,Atari,1.54,0.1,0.0,0.02,1.65
1107,1109,Mario Party 6,GC,2004.0,Misc,Nintendo,0.9,0.11,0.6,0.05,1.65
1108,1110,Super Scope 6,SNES,1991.0,Shooter,Nintendo,1.06,0.38,0.15,0.05,1.65
1109,1111,Go Vacation,Wii,2011.0,Misc,Namco Bandai Games,0.48,0.68,0.33,0.16,1.65
1110,1112,Dragon Quest V: Tenkuu no Hanayome,PS2,2004.0,Role-Playing,Enix Corporation,0.0,0.0,1.65,0.0,1.65
1111,1113,Army of Two,X360,2008.0,Shooter,Electronic Arts,1.09,0.38,0.02,0.16,1.65
1112,1114,Dragon Quest IV: Chapters of the Chosen,DS,2007.0,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1113,1115,Kirby & the Amazing Mirror,GBA,2004.0,Platform,Nintendo,0.8,0.05,0.76,0.03,1.64
1114,1116,LEGO Pirates of the Caribbean: The Video Game,Wii,2011.0,Action,Disney Interactive Studios,0.76,0.72,0.0,0.16,1.64
1115,1117,Dig Dug,2600,1982.0,Puzzle,Atari,1.52,0.1,0.0,0.02,1.64
1116,1118,Tom Clancy's Rainbow Six,PS,1999.0,Shooter,Red Storm Entertainment,0.93,0.63,0.0,0.08,1.64
1117,1119,Ghosts 'n Goblins,NES,1986.0,Action,Capcom,0.74,0.26,0.61,0.03,1.64
1118,1120,Tiger Woods PGA Tour 2003,PS2,2002.0,Sports,Electronic Arts,0.8,0.63,0.0,0.21,1.64
1119,1121,NBA Live 06 (All region sales),PS2,2005.0,Sports,Electronic Arts,1.44,0.15,0.0,0.05,1.64
1120,1122,Prince of Persia: Warrior Within,PS2,2004.0,Action,Ubisoft,0.54,0.88,0.0,0.22,1.64
1121,1123,Kinectimals,X360,2010.0,Simulation,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64
1122,1124,Until Dawn,PS4,2015.0,Adventure,Sony Computer Entertainment Europe,0.44,0.89,0.05,0.25,1.64
1123,1125,ESPN NFL 2K5,XB,2004.0,Sports,Sega,1.54,0.02,0.0,0.07,1.63
1124,1126,Viva Pinata,X360,2006.0,Simulation,Microsoft Game Studios,0.45,0.96,0.02,0.2,1.63
1125,1127,Pikmin,GC,2001.0,Strategy,Nintendo,0.78,0.25,0.56,0.04,1.63
1126,1128,Call of Duty: Black Ops,PC,,Shooter,Activision,0.58,0.81,0.0,0.24,1.63
1127,1129,Sonic Generations,PS3,2011.0,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1128,1130,Tiger Woods PGA Tour 2004,PS2,2003.0,Sports,Electronic Arts,1.18,0.34,0.0,0.1,1.63
1129,1131,Ape Escape,PS,1999.0,Platform,Sony Computer Entertainment,0.71,0.48,0.32,0.11,1.63
1130,1132,NBA 2K15,X360,2014.0,Sports,Take-Two Interactive,1.33,0.14,0.0,0.15,1.63
1131,1133,NCAA Football 2005,PS2,2004.0,Sports,Electronic Arts,1.32,0.09,0.0,0.22,1.62
1132,1134,Just Cause 2,X360,2010.0,Action,Square Enix,0.59,0.85,0.02,0.17,1.62
1133,1135,Rock Band,PS3,,Misc,Electronic Arts,0.99,0.41,0.0,0.22,1.62
1134,1136,Tony Hawk's American Wasteland (Old all region sales),PS2,2005.0,Sports,Activision,0.8,0.63,0.01,0.19,1.62
1135,1137,Rage,X360,2011.0,Shooter,Bethesda Softworks,0.82,0.61,0.03,0.15,1.62
1136,1138,Mario Hoops 3 on 3,DS,2006.0,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
1137,1139,Kirby Air Ride,GC,2003.0,Racing,Nintendo,1.01,0.11,0.45,0.04,1.62
1138,1140,Sled Storm,PS,1998.0,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62
1139,1141,Pokemon Battle Revolution,Wii,2006.0,Role-Playing,Nintendo,0.8,0.38,0.3,0.13,1.61
1140,1142,NFL Street 2,PS2,2004.0,Sports,Electronic Arts,0.79,0.62,0.0,0.21,1.61
1141,1143,Gears of War: Judgment,X360,2013.0,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1142,1144,Baseball,GB,1989.0,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1143,1145,Yu-Gi-Oh! Duel Monsters,GB,1998.0,Strategy,Konami Digital Entertainment,0.0,0.0,1.61,0.01,1.61
1144,1146,Super Mario Strikers,GC,2005.0,Sports,Nintendo,0.98,0.38,0.2,0.04,1.61
1145,1147,Buzz! The Music Quiz,PS2,2005.0,Misc,Sony Computer Entertainment,0.0,1.18,0.0,0.43,1.61
1146,1148,SpongeBob's Atlantis SquarePantis,DS,2007.0,Action,THQ,1.5,0.0,0.0,0.11,1.61
1147,1149,Far Cry 4,XOne,2014.0,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61
1148,1150,Dance Dance Revolution: Hottest Party 2,Wii,2008.0,Simulation,Konami Digital Entertainment,0.95,0.48,0.01,0.15,1.6
1149,1151,Moshi Monsters: Moshling Zoo,DS,2011.0,Misc,Activision,0.4,0.99,0.0,0.22,1.6
1150,1152,Dollar Dash,PS2,2005.0,Action,Take-Two Interactive,1.3,0.23,0.0,0.07,1.6
1151,1153,Far Cry 2,X360,2008.0,Action,Ubisoft,0.71,0.69,0.02,0.18,1.6
1152,1154,F-1 World Grand Prix,N64,1998.0,Racing,Video System,0.46,0.96,0.09,0.08,1.6
